elapsedTime,Systemzeit,PosX,PosY,PosZ,NcBlock,Programmname,Werkzeugname,Programmstatus,Betriebsart,DrivePower,DrivePowerX,DrivePowerY,DrivePowerZ,DrivePowerA,DrivePowerC,DrivePowerSpindle,VorschubX,VorschubY,VorschubZ,Spindeldrehzahl,BeschleunigungX,BeschleunigungY,BeschleunigungZ,Spindelbeschleunigung,Hauptversorgung,24V-Versorgung,Antriebe,Bandfilteranlage,Hebepumpe,Kühlung,KühlungSchaltschrank,Späneförderer,NebelRauchabscheider,AirPower_Hauptversorgung,AirPower_Blum,AirPower_Hauptventilblock,AirPower_BlasluftKegelreinigung,AirPower_KlemmungTisch,AirPower_NPS,AirPower_Werkzeugkühlung,AirPower_ÖlLuftschmierungSpindel,AirPower_Sperrluft,AirPower_BlasluftSpindelMitte,TemperaturAußen,TemperaturArbeitsraum,Signallampe_rot,Signallampe_grün,Signallampe_blau,Signallampe_gelb,Späneförderer_vorwärts,Späneförderer_rückwärts,Späneförderer_Pumpe,Hebepumpe_aktiv,Nebelabscheider,Spülpistole,Schaltschrank_Temperatur,Tür_gesperrt
46.996,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3805.36,429.4,860.44,880.54,0,1267.2,62.66,145.18,383.18,3924.73,88.37,2845.67,938.57,0,93.6,22.39,803.4,1405.33,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
47.102,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3681.14,424.29,875.18,880.54,0,1267.2,62.66,145.01,383.18,3924.73,123.47,2845.67,938.57,0,93.6,22.39,804.73,1407.9,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
47.214,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3681.14,424.29,875.18,880.54,0,1267.2,62.66,145.01,383.18,3794.7,135.17,2840.53,734.53,5.23,93.6,17.39,805.97,1407.9,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
47.324,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3681.14,424.29,875.18,880.54,0,1267.2,62.66,145.01,383.18,3591.9,126.13,2819.7,582.43,5.23,80.57,13.49,805.97,1410.47,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
47.446,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3681.14,424.29,875.18,880.54,0,1267.2,62.66,145.01,383.18,3400.8,126.13,2819.7,582.43,3.9,64.97,10.53,805.97,1411.8,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
47.561,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6162.53,417.7,1825.96,0,0,1282.14,62.75,145.79,383.76,3400.8,113.1,2794.97,452.4,3.9,64.97,10.53,807.3,1411.8,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
47.691,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6162.53,417.7,1825.96,0,0,1282.14,62.75,145.79,383.76,3233.1,101.4,2775.47,352.33,2.57,52.03,8.19,807.3,1411.8,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
47.802,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6162.53,417.7,1825.96,0,0,1282.14,62.75,145.79,383.76,3112.2,89.7,2750.83,274.33,0,40.33,6.4,805.97,1410.47,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
47.927,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6162.53,417.7,1825.96,0,0,1282.14,62.75,145.79,383.76,3014.7,81.9,2736.47,213.17,0,31.2,4.91,807.3,1410.47,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
48.06,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3873.39,417.7,842.56,825.97,0,1301.96,62.67,144.42,383.48,2930.23,81.9,2736.47,166.37,0,24.73,3.74,807.3,1411.8,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
48.185,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3873.39,417.7,842.56,825.97,0,1301.96,62.67,144.42,383.48,2861.27,75.43,2724.77,128.7,0,19.5,2.96,807.3,1411.8,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
48.288,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3873.39,417.7,842.56,825.97,0,1301.96,62.67,144.42,383.48,2861.27,70.2,2716.97,128.7,0,19.5,2.34,805.97,1411.8,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
48.393,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3873.39,417.7,842.56,825.97,0,1301.96,62.67,144.42,383.48,2815.8,67.63,2714.4,100.07,0,14.27,2.34,804.73,1410.47,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
48.528,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5407.19,420.04,1326.7,923.37,0,1308.26,62.7,146.29,382.71,2785.93,64.97,2711.83,78,0,11.7,1.79,804.73,1410.47,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
48.644,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5407.19,420.04,1326.7,923.37,0,1308.26,62.7,146.29,382.71,2759.87,64.97,2711.83,61.07,0,9.13,1.4,804.73,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
48.773,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5407.19,420.04,1326.7,923.37,0,1308.26,62.7,146.29,382.71,2736.47,62.4,2698.8,61.07,0,9.13,0,804.73,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
48.881,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5407.19,420.04,1326.7,923.37,0,1308.26,62.7,146.29,382.71,2736.47,61.07,2691,48.13,0,6.47,0,805.97,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
48.993,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7035.95,420.74,1889.12,885.29,0,1315.17,62.67,144.64,383.6,2716.97,58.5,2683.2,37.67,0,5.23,0,805.97,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
49.118,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7035.95,420.74,1889.12,885.29,0,1315.17,62.67,144.64,383.6,2697.47,57.17,2674.07,28.63,0,3.9,0,804.73,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
49.231,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7035.95,420.74,1889.12,885.29,0,1315.17,62.67,144.64,383.6,2679.3,57.17,2674.07,28.63,0,3.9,0,804.73,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
49.333,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7035.95,420.74,1889.12,885.29,0,1315.17,62.67,144.64,383.6,2679.3,55.93,2677.97,22.07,0,3.9,0,805.97,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
49.442,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5406.18,420.39,1347.01,885.83,0,1326.22,62.62,145.01,384.06,2672.83,55.93,2679.3,18.17,0,0,0,805.97,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
49.556,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5406.18,420.39,1347.01,885.83,0,1326.22,62.62,145.01,384.06,2659.8,55.93,2680.63,14.27,0,0,0,805.97,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
49.671,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5406.18,420.39,1347.01,885.83,0,1326.22,62.62,145.01,384.06,2644.2,55.93,2680.63,14.27,0,0,0,805.97,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
49.774,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5406.18,420.39,1347.01,885.83,0,1326.22,62.62,145.01,384.06,2644.2,55.93,2681.87,0,0,0,0,804.73,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
49.885,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4392.65,421.23,1014,885.27,0,1323.87,62.62,144.49,384.06,2644.2,54.6,2679.3,0,0,0,0,804.73,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
50.015,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4392.65,421.23,1014,885.27,0,1323.87,62.63,144.49,384.15,2635.07,54.6,2679.3,0,0,0,0,803.4,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
50.14,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4392.65,421.23,1014,885.27,0,1323.87,62.63,144.49,384.15,2631.17,54.6,2679.3,0,0,0,0,803.4,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
50.265,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4392.65,421.23,1014,885.27,0,1323.87,62.63,144.49,384.15,2631.17,54.6,2680.63,0,0,0,0,803.4,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
50.374,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7159.52,420.3,1961.45,884.03,0,1324.87,62.59,145.7,383.18,2642.87,54.6,2677.97,0,0,0,0,803.4,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
50.485,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7159.52,420.3,1961.45,884.03,0,1324.87,62.59,145.7,383.18,2646.77,54.6,2680.63,0,0,0,0,803.4,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
50.607,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7159.52,420.3,1961.45,884.03,0,1324.87,62.59,145.7,383.18,2644.2,54.6,2683.2,0,0,0,0,803.4,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
50.732,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7159.52,420.3,1961.45,884.03,0,1324.87,62.59,145.7,383.18,2652,54.6,2683.2,0,0,0,0,803.4,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
50.856,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5931.3,424.03,1961.45,884.59,0,1318.64,62.62,78.24,383.27,2652,54.6,2680.63,0,0,0,0,803.4,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
50.987,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5931.3,424.03,1511.24,884.59,0,1318.64,62.62,78.24,383.27,2654.57,54.6,2677.97,0,0,0,0,802.07,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
51.096,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5931.3,424.03,1511.24,884.59,0,1318.64,62.62,78.24,383.27,2650.67,55.93,2675.4,0,0,0,0,800.83,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
51.225,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5931.3,424.03,1511.24,884.59,0,1318.64,62.62,78.24,383.27,2650.67,54.6,2676.73,0,0,0,0,800.83,1409.23,0,26.3,26.2,false,true,undefined,false,true,false,false,undefined,true,false,true,true
51.346,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3920.47,424.37,953.99,884.33,0,1295.35,62.76,0,383.73,2645.53,54.6,2676.73,0,0,0,0,800.83,1409.23,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
51.48,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3920.47,424.37,953.99,884.33,0,1295.35,62.76,0,383.73,2642.87,54.6,2677.97,0,0,0,0,800.83,1409.23,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
51.562,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3920.47,424.37,953.99,884.33,0,1295.35,62.76,0,383.73,2642.87,54.6,2679.3,0,0,0,0,800.83,1406.57,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
51.676,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3920.47,424.37,953.99,884.33,0,1295.35,62.76,0,383.73,2648.1,54.6,2671.5,0,0,0,0,800.83,1406.57,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
51.79,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3920.47,424.37,1994.08,884.33,0,1295.35,62.76,0,383.73,2646.77,54.6,2671.5,0,0,0,0,800.83,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
51.924,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7049.06,424.52,1994.08,884.12,0,1279.89,62.58,0,383.79,2646.77,54.6,2676.73,0,0,0,0,802.07,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
52.025,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7049.06,424.52,1994.08,884.12,0,1279.89,62.58,0,383.79,2646.77,54.6,2681.87,0,0,0,0,803.4,1406.57,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
52.143,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7049.06,424.52,1994.08,884.12,0,1279.89,62.58,0,383.79,2650.67,54.6,2680.63,0,0,0,0,802.07,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
52.278,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7049.06,424.52,1994.08,884.12,0,1279.89,62.61,0,383.79,2648.1,54.6,2683.2,0,0,0,0,803.4,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
52.407,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5731.7,424.44,1528.64,884.54,0,1269.09,62.61,0,384.75,2649.43,54.6,2681.87,0,0,0,0,803.4,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
52.533,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5731.7,424.44,1528.64,884.54,0,1269.09,62.61,0,384.75,2653.33,54.6,2681.87,0,0,0,0,803.4,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
52.647,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5731.7,424.44,1528.64,884.54,0,1269.09,62.61,0,384.75,2653.33,54.6,2689.67,0,0,0,0,802.07,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
52.757,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5731.7,424.86,923.86,884.18,0,1261.31,62.62,0,384.48,2652,54.6,2691,0,0,0,0,803.4,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
52.883,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3882.81,424.86,923.86,884.18,0,1261.31,62.62,0,384.48,2657.23,54.6,2685.77,0,0,0,0,803.4,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
52.991,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3882.81,424.86,923.86,884.18,0,1261.31,62.62,0,384.48,2657.23,54.6,2685.77,0,0,0,0,803.4,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
53.105,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3882.81,424.86,923.86,884.18,0,1261.31,62.62,0,384.48,2657.23,54.6,2683.2,0,0,0,0,802.07,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
53.233,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7224.46,424.86,923.86,884.71,0,1259.53,62.62,0,382.99,2652,54.6,2679.3,0,0,0,0,802.07,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
53.354,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7224.46,425.04,2081.33,884.71,0,1259.53,62.61,0,382.99,2644.2,55.93,2666.27,0,0,0,0,802.07,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
53.469,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7224.46,425.04,2081.33,884.71,0,1259.53,62.61,0,382.99,2645.53,54.6,2655.9,0,0,0,0,802.07,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
53.593,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7224.46,425.04,2081.33,884.71,0,1259.53,62.61,0,382.99,2652,54.6,2655.9,0,0,0,0,802.07,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
53.728,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5393.79,424.73,1429.74,884.66,0,1258.19,62.61,0,382.99,2655.9,54.6,2652,0,0,0,0,802.07,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
53.84,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5393.79,424.73,1429.74,884.66,0,1258.19,62.76,0,382.26,2655.9,54.6,2652,0,0,0,0,803.4,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
53.943,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5393.79,424.73,1429.74,884.66,0,1258.19,62.76,0,382.26,2654.57,54.6,2652,0,0,0,0,803.4,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
54.062,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5393.79,424.73,1429.74,884.66,0,1258.19,62.76,0,382.26,2652,54.6,2649.43,0,0,0,0,802.07,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
54.186,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4369.84,424.73,1429.74,884.66,0,1258.19,62.76,0,383.03,2644.2,54.6,2649.43,0,0,0,0,802.07,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
54.293,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4369.84,424.88,1117.04,885.09,0,1262.48,62.68,0,383.03,2644.2,54.6,2645.53,0,0,0,0,802.07,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
54.397,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4369.84,424.88,1117.04,885.09,0,1262.48,62.68,0,383.03,2633.83,54.6,2638.97,0,0,0,0,803.4,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
54.509,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4369.84,424.88,1117.04,885.09,0,1262.48,62.68,0,383.03,2635.07,54.6,2638.97,0,0,0,0,803.4,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
54.635,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4369.84,424.88,1117.04,885.09,0,1262.48,62.68,0,383.03,2640.3,54.6,2638.97,0,0,0,0,804.73,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
54.767,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7529.8,424.36,2134.46,884.3,0,1261.21,62.68,0,383.4,2640.3,54.6,2638.97,0,0,0,0,802.07,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
54.886,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7529.8,424.36,2134.46,884.3,0,1261.21,62.68,0,383.4,2640.3,54.6,2644.2,0,0,0,0,802.07,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
55.016,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7529.8,424.36,2134.46,884.3,0,1261.21,62.68,0,383.4,2649.43,54.6,2654.57,0,0,0,0,800.83,1405.33,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
55.142,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7529.8,424.36,2134.46,884.3,0,1261.21,62.68,0,383.4,2653.33,54.6,2658.47,0,0,0,0,802.07,1409.23,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
55.275,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4531.13,424.97,1106.55,885.42,0,1261.65,62.84,0,384.36,2653.33,54.6,2657.23,0,0,0,0,802.07,1410.47,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
55.406,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4531.13,424.97,1106.55,885.42,0,1261.65,62.84,0,384.36,2653.33,54.6,2661.13,0,0,0,0,802.07,1410.47,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
55.522,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4531.13,424.97,1106.55,885.42,0,1261.65,62.84,0,384.36,2652,54.6,2661.13,0,0,0,0,802.07,1409.23,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
55.629,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4531.13,424.97,1423.91,885.07,0,1257.65,62.84,0,384.36,2652,54.6,2662.37,0,0,0,0,802.07,1409.23,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
55.756,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5445.45,424.83,1423.91,885.07,0,1257.65,62.75,0,383.51,2655.9,54.6,2662.37,0,0,0,0,803.4,1409.23,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
55.884,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5445.45,424.83,1423.91,885.07,0,1257.65,62.75,0,383.51,2657.23,54.6,2657.23,0,0,0,0,804.73,1409.23,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
56.017,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5445.45,424.83,1423.91,885.07,0,1257.65,62.75,0,383.51,2649.43,54.6,2658.47,0,0,0,0,804.73,1407.9,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
56.126,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7265.39,424.83,2019.48,885,0,1257.65,62.75,0,383.14,2650.67,54.6,2658.47,0,0,0,0,804.73,1407.9,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
56.234,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7265.39,423.88,2019.48,885,0,1255.1,62.66,0,383.14,2650.67,54.6,2657.23,0,0,0,0,803.4,1407.9,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
56.345,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7265.39,423.88,2019.48,885,0,1255.1,62.66,0,383.14,2655.9,54.6,2652,0,0,0,0,802.07,1407.9,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
56.458,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7265.39,423.88,2019.48,885,0,1255.1,62.66,0,383.14,2658.47,54.6,2649.43,0,0,0,0,802.07,1407.9,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
56.578,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7265.39,423.88,2019.48,885,0,1255.1,62.66,0,383.14,2654.57,54.6,2649.43,0,0,0,0,802.07,1407.9,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
56.688,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3452.15,423.94,939.69,290.9,0,1257.02,62.73,0,383.75,2654.57,54.6,2653.33,0,0,0,0,802.07,1407.9,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
56.795,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3452.15,423.94,939.69,290.9,0,1257.02,62.73,0,383.75,2763.77,105.3,3156.43,0,0,59.83,56.71,791.7,1407.9,0,26.3,26.2,false,true,undefined,false,false,false,false,undefined,true,false,true,true
